,Year,Week_Number,date,variable,value,Month,Month_Year
777,2020,36,2020-08-31,transit_stations_percent_change_from_baseline,0.6526427930406267,8,Aug-2020
778,2020,37,2020-09-07,transit_stations_percent_change_from_baseline,0.516628575403501,9,Sep-2020
779,2020,38,2020-09-14,transit_stations_percent_change_from_baseline,0.4984933463852174,9,Sep-2020
780,2020,39,2020-09-21,transit_stations_percent_change_from_baseline,0.6707780220589101,9,Sep-2020
781,2020,40,2020-09-28,transit_stations_percent_change_from_baseline,0.6798456365680517,9,Sep-2020
782,2020,41,2020-10-05,transit_stations_percent_change_from_baseline,0.5075609608943593,10,Oct-2020
783,2020,42,2020-10-12,transit_stations_percent_change_from_baseline,0.34434389972980833,10,Oct-2020
784,2020,43,2020-10-19,transit_stations_percent_change_from_baseline,0.41688481580294207,10,Oct-2020
785,2020,44,2020-10-26,transit_stations_percent_change_from_baseline,0.770521781659469,10,Oct-2020
786,2020,45,2020-11-02,transit_stations_percent_change_from_baseline,0.6798456365680517,11,Nov-2020
787,2020,46,2020-11-09,transit_stations_percent_change_from_baseline,0.7251837091137604,11,Nov-2020
788,2020,47,2020-11-16,transit_stations_percent_change_from_baseline,0.7886570106777524,11,Nov-2020
789,2020,48,2020-11-23,transit_stations_percent_change_from_baseline,0.9881445298788701,11,Nov-2020
790,2020,49,2020-11-30,transit_stations_percent_change_from_baseline,0.9609416863514451,11,Nov-2020
791,2020,50,2020-12-07,transit_stations_percent_change_from_baseline,0.6707780220589101,12,Dec-2020
792,2020,51,2020-12-14,transit_stations_percent_change_from_baseline,0.9881445298788701,12,Dec-2020
793,2020,52,2020-12-21,transit_stations_percent_change_from_baseline,0.11765353700126559,12,Dec-2020
794,2020,53,2020-12-28,transit_stations_percent_change_from_baseline,-0.38559906825609974,12,Dec-2020
795,2021,1,2021-01-04,transit_stations_percent_change_from_baseline,-0.8707164444951817,1,Jan-2021
796,2021,2,2021-01-11,transit_stations_percent_change_from_baseline,-1.0792715782054412,1,Jan-2021
797,2021,3,2021-01-18,transit_stations_percent_change_from_baseline,-1.015798276641449,1,Jan-2021
798,2021,4,2021-01-25,transit_stations_percent_change_from_baseline,-0.8072431429311897,1,Jan-2021
799,2021,5,2021-02-01,transit_stations_percent_change_from_baseline,-0.5261470931477964,2,Feb-2021
800,2021,6,2021-02-08,transit_stations_percent_change_from_baseline,-0.3992004900198124,2,Feb-2021
801,2021,7,2021-02-15,transit_stations_percent_change_from_baseline,-0.09996921121813572,2,Feb-2021
802,2021,8,2021-02-22,transit_stations_percent_change_from_baseline,0.12672115151040705,2,Feb-2021
803,2021,9,2021-03-01,transit_stations_percent_change_from_baseline,0.35341151423895006,3,Mar-2021
804,2021,10,2021-03-08,transit_stations_percent_change_from_baseline,0.326208670711525,3,Mar-2021
805,2021,11,2021-03-15,transit_stations_percent_change_from_baseline,0.3715467432572334,3,Mar-2021
806,2021,12,2021-03-22,transit_stations_percent_change_from_baseline,0.6345075640223433,3,Mar-2021
807,2021,13,2021-03-29,transit_stations_percent_change_from_baseline,0.7161160946046188,3,Mar-2021
808,2021,14,2021-04-05,transit_stations_percent_change_from_baseline,0.27180298365667466,4,Apr-2021
809,2021,15,2021-04-12,transit_stations_percent_change_from_baseline,-0.9885954331140239,4,Apr-2021
810,2021,16,2021-04-19,transit_stations_percent_change_from_baseline,-0.9795278186048819,4,Apr-2021
811,2021,17,2021-04-26,transit_stations_percent_change_from_baseline,-1.269691482897417,4,Apr-2021
812,2021,18,2021-05-03,transit_stations_percent_change_from_baseline,-1.4510437730802512,5,May-2021
813,2021,19,2021-05-10,transit_stations_percent_change_from_baseline,-1.3513000134796926,5,May-2021
814,2021,20,2021-05-17,transit_stations_percent_change_from_baseline,-1.2243534103517086,5,May-2021
815,2021,21,2021-05-24,transit_stations_percent_change_from_baseline,-0.9885954331140239,5,May-2021
816,2021,22,2021-05-31,transit_stations_percent_change_from_baseline,-0.8435136009677565,5,May-2021
817,2021,23,2021-06-07,transit_stations_percent_change_from_baseline,-0.8707164444951817,6,Jun-2021
818,2021,24,2021-06-14,transit_stations_percent_change_from_baseline,-0.9069869025317485,6,Jun-2021
819,2021,25,2021-06-21,transit_stations_percent_change_from_baseline,-0.9251221315500319,6,Jun-2021
820,2021,26,2021-06-28,transit_stations_percent_change_from_baseline,-0.9795278186048819,6,Jun-2021
821,2021,27,2021-07-05,transit_stations_percent_change_from_baseline,-1.0611363491871577,7,Jul-2021
822,2021,28,2021-07-12,transit_stations_percent_change_from_baseline,-1.3875704715162593,7,Jul-2021
823,2021,29,2021-07-19,transit_stations_percent_change_from_baseline,-1.6323960632630858,7,Jul-2021
824,2021,30,2021-07-26,transit_stations_percent_change_from_baseline,-1.7684102809002114,7,Jul-2021
825,2021,31,2021-08-02,transit_stations_percent_change_from_baseline,-1.677734135808794,8,Aug-2021
826,2021,32,2021-08-09,transit_stations_percent_change_from_baseline,-1.7593426663910698,8,Aug-2021
827,2021,33,2021-08-16,transit_stations_percent_change_from_baseline,-1.6595989067905106,8,Aug-2021
828,2021,34,2021-08-23,transit_stations_percent_change_from_baseline,-1.6414636777722273,8,Aug-2021
829,2021,35,2021-08-30,transit_stations_percent_change_from_baseline,-1.296894326424842,8,Aug-2021
830,2021,36,2021-09-06,transit_stations_percent_change_from_baseline,-1.2606238683882753,9,Sep-2021
831,2021,37,2021-09-13,transit_stations_percent_change_from_baseline,-1.1518124942785746,9,Sep-2021
832,2021,38,2021-09-20,transit_stations_percent_change_from_baseline,-1.1246096507511498,9,Sep-2021
833,2021,39,2021-09-27,transit_stations_percent_change_from_baseline,-0.8072431429311897,9,Sep-2021
834,2021,40,2021-10-04,transit_stations_percent_change_from_baseline,-0.571485165693505,10,Oct-2021
835,2021,41,2021-10-11,transit_stations_percent_change_from_baseline,-0.6440260817666386,10,Oct-2021
836,2021,42,2021-10-18,transit_stations_percent_change_from_baseline,-0.508011864129513,10,Oct-2021
837,2021,43,2021-10-25,transit_stations_percent_change_from_baseline,-0.3085243449283951,10,Oct-2021
838,2021,44,2021-11-01,transit_stations_percent_change_from_baseline,-0.036495909654143704,11,Nov-2021
839,2021,45,2021-11-08,transit_stations_percent_change_from_baseline,-0.00022545161757697103,11,Nov-2021
840,2021,46,2021-11-15,transit_stations_percent_change_from_baseline,0.12672115151040705,11,Nov-2021
841,2021,47,2021-11-22,transit_stations_percent_change_from_baseline,0.19926206758354098,11,Nov-2021
842,2021,48,2021-11-29,transit_stations_percent_change_from_baseline,0.39874958678465866,11,Nov-2021
843,2021,49,2021-12-06,transit_stations_percent_change_from_baseline,0.35341151423895006,12,Dec-2021
844,2021,50,2021-12-13,transit_stations_percent_change_from_baseline,0.543831418930926,12,Dec-2021
845,2021,51,2021-12-20,transit_stations_percent_change_from_baseline,0.6707780220589101,12,Dec-2021
846,2021,52,2021-12-27,transit_stations_percent_change_from_baseline,0.6109317662985747,12,Dec-2021
847,2021,53,2021-01-01,transit_stations_percent_change_from_baseline,-0.9039643643620343,1,Jan-2021
848,2020,1,2020-01-04,workplaces_percent_change_from_baseline,1.4055906445079418,1,Jan-2020
849,2020,2,2020-01-06,workplaces_percent_change_from_baseline,1.4055906445079418,1,Jan-2020
850,2020,3,2020-01-13,workplaces_percent_change_from_baseline,1.4055906445079418,1,Jan-2020
851,2020,4,2020-01-20,workplaces_percent_change_from_baseline,1.4055906445079418,1,Jan-2020
852,2020,5,2020-01-27,workplaces_percent_change_from_baseline,1.4055906445079418,1,Jan-2020
853,2020,6,2020-02-03,workplaces_percent_change_from_baseline,1.4055906445079418,2,Feb-2020
854,2020,7,2020-02-10,workplaces_percent_change_from_baseline,1.5383716979774922,2,Feb-2020
855,2020,8,2020-02-17,workplaces_percent_change_from_baseline,1.5531251483629978,2,Feb-2020
856,2020,9,2020-02-24,workplaces_percent_change_from_baseline,1.4498509956644585,2,Feb-2020
857,2020,10,2020-03-02,workplaces_percent_change_from_baseline,1.1547819879543466,3,Mar-2020
858,2020,11,2020-03-09,workplaces_percent_change_from_baseline,0.918726781786257,3,Mar-2020
859,2020,12,2020-03-16,workplaces_percent_change_from_baseline,0.2548215144385054,3,Mar-2020
860,2020,13,2020-03-23,workplaces_percent_change_from_baseline,-0.8664407148599199,3,Mar-2020
861,2020,14,2020-03-30,workplaces_percent_change_from_baseline,-1.3828114783526158,3,Mar-2020
862,2020,15,2020-04-06,workplaces_percent_change_from_baseline,-1.884428791459806,4,Apr-2020
863,2020,16,2020-04-13,workplaces_percent_change_from_baseline,-1.7516477379902557,4,Apr-2020
864,2020,17,2020-04-20,workplaces_percent_change_from_baseline,-1.3828114783526158,4,Apr-2020
865,2020,18,2020-04-27,workplaces_percent_change_from_baseline,-1.663127035677222,4,Apr-2020
866,2020,19,2020-05-04,workplaces_percent_change_from_baseline,-1.515592531822166,5,May-2020
867,2020,20,2020-05-11,workplaces_percent_change_from_baseline,-0.8369338140889088,5,May-2020
868,2020,21,2020-05-18,workplaces_percent_change_from_baseline,-0.5713717071498079,5,May-2020
869,2020,22,2020-05-25,workplaces_percent_change_from_baseline,-0.4238372032947521,5,May-2020
870,2020,23,2020-06-01,workplaces_percent_change_from_baseline,-0.7336596613903696,6,Jun-2020
871,2020,24,2020-06-08,workplaces_percent_change_from_baseline,-0.20253544751216807,6,Jun-2020
872,2020,25,2020-06-15,workplaces_percent_change_from_baseline,-0.24679579866868487,6,Jun-2020
873,2020,26,2020-06-22,workplaces_percent_change_from_baseline,-0.3058096002107074,6,Jun-2020
874,2020,27,2020-06-29,workplaces_percent_change_from_baseline,-0.3648234017527296,6,Jun-2020
875,2020,28,2020-07-06,workplaces_percent_change_from_baseline,-0.8074269133178973,7,Jul-2020
876,2020,29,2020-07-13,workplaces_percent_change_from_baseline,0.1663008121254718,7,Jul-2020
877,2020,30,2020-07-20,workplaces_percent_change_from_baseline,0.07778010981243816,7,Jul-2020
878,2020,31,2020-07-27,workplaces_percent_change_from_baseline,-1.1320028217990208,7,Jul-2020
879,2020,32,2020-08-03,workplaces_percent_change_from_baseline,0.26957496482401094,8,Aug-2020
880,2020,33,2020-08-10,workplaces_percent_change_from_baseline,-0.350069951367224,8,Aug-2020
881,2020,34,2020-08-17,workplaces_percent_change_from_baseline,0.5203836213776061,8,Aug-2020
882,2020,35,2020-08-24,workplaces_percent_change_from_baseline,0.6089043236906396,8,Aug-2020
883,2020,36,2020-08-31,workplaces_percent_change_from_baseline,-0.3795768521382351,8,Aug-2020
884,2020,37,2020-09-07,workplaces_percent_change_from_baseline,-0.040247493271606545,9,Sep-2020
885,2020,38,2020-09-14,workplaces_percent_change_from_baseline,0.4908767206065948,9,Sep-2020
886,2020,39,2020-09-21,workplaces_percent_change_from_baseline,0.6089043236906396,9,Sep-2020
887,2020,40,2020-09-28,workplaces_percent_change_from_baseline,0.44661636945007804,9,Sep-2020
888,2020,41,2020-10-05,workplaces_percent_change_from_baseline,0.4613698198355837,10,Oct-2020
889,2020,42,2020-10-12,workplaces_percent_change_from_baseline,-0.3353165009817185,10,Oct-2020
890,2020,43,2020-10-19,workplaces_percent_change_from_baseline,-0.18778199712666252,10,Oct-2020
891,2020,44,2020-10-26,workplaces_percent_change_from_baseline,0.6236577740761453,10,Oct-2020
892,2020,45,2020-11-02,workplaces_percent_change_from_baseline,0.6236577740761453,11,Nov-2020
893,2020,46,2020-11-09,workplaces_percent_change_from_baseline,0.41710946867906695,11,Nov-2020
894,2020,47,2020-11-16,workplaces_percent_change_from_baseline,-0.49760445522227986,11,Nov-2020
895,2020,48,2020-11-23,workplaces_percent_change_from_baseline,0.1367939113544605,11,Nov-2020
896,2020,49,2020-11-30,workplaces_percent_change_from_baseline,0.6384112244616508,11,Nov-2020
897,2020,50,2020-12-07,workplaces_percent_change_from_baseline,-0.040247493271606545,12,Dec-2020
898,2020,51,2020-12-14,workplaces_percent_change_from_baseline,1.0957681864123243,12,Dec-2020
899,2020,52,2020-12-21,workplaces_percent_change_from_baseline,0.6384112244616508,12,Dec-2020
900,2020,53,2020-12-28,workplaces_percent_change_from_baseline,-2.441371543512642,12,Dec-2020
901,2021,1,2021-01-04,workplaces_percent_change_from_baseline,0.018766308270415807,1,Jan-2021
902,2021,2,2021-01-11,workplaces_percent_change_from_baseline,-0.23204234828317935,1,Jan-2021
903,2021,3,2021-01-18,workplaces_percent_change_from_baseline,0.018766308270415807,1,Jan-2021
904,2021,4,2021-01-25,workplaces_percent_change_from_baseline,0.3728491175225501,1,Jan-2021
905,2021,5,2021-02-01,workplaces_percent_change_from_baseline,0.7121784763891787,2,Feb-2021
906,2021,6,2021-02-08,workplaces_percent_change_from_baseline,0.018766308270415807,2,Feb-2021
907,2021,7,2021-02-15,workplaces_percent_change_from_baseline,0.9482336825572683,2,Feb-2021
908,2021,8,2021-02-22,workplaces_percent_change_from_baseline,0.38760256790805564,2,Feb-2021
909,2021,9,2021-03-01,workplaces_percent_change_from_baseline,1.1547819879543466,3,Mar-2021
910,2021,10,2021-03-08,workplaces_percent_change_from_baseline,1.2433026902673803,3,Mar-2021
911,2021,11,2021-03-15,workplaces_percent_change_from_baseline,1.2728095910383914,3,Mar-2021
912,2021,12,2021-03-22,workplaces_percent_change_from_baseline,1.3023164918094026,3,Mar-2021
913,2021,13,2021-03-29,workplaces_percent_change_from_baseline,1.0662612856413132,3,Mar-2021
914,2021,14,2021-04-05,workplaces_percent_change_from_baseline,-0.025494042886101003,4,Apr-2021
915,2021,15,2021-04-12,workplaces_percent_change_from_baseline,-3.2860065780828376,4,Apr-2021
916,2021,16,2021-04-19,workplaces_percent_change_from_baseline,-0.4090837529092466,4,Apr-2021
917,2021,17,2021-04-26,workplaces_percent_change_from_baseline,-1.161509722570032,4,Apr-2021
918,2021,18,2021-05-03,workplaces_percent_change_from_baseline,-1.1024959210280092,5,May-2021
919,2021,19,2021-05-10,workplaces_percent_change_from_baseline,-0.8221803637034033,5,May-2021
920,2021,20,2021-05-17,workplaces_percent_change_from_baseline,-0.2910561498252015,5,May-2021
921,2021,21,2021-05-24,workplaces_percent_change_from_baseline,-0.18778199712666252,5,May-2021
922,2021,22,2021-05-31,workplaces_percent_change_from_baseline,-0.12876819558464017,5,May-2021
923,2021,23,2021-06-07,workplaces_percent_change_from_baseline,0.26957496482401094,6,Jun-2021
924,2021,24,2021-06-14,workplaces_percent_change_from_baseline,0.1663008121254718,6,Jun-2021
925,2021,25,2021-06-21,workplaces_percent_change_from_baseline,0.004012857884910265,6,Jun-2021
926,2021,26,2021-06-28,workplaces_percent_change_from_baseline,0.07778010981243816,6,Jun-2021
927,2021,27,2021-07-05,workplaces_percent_change_from_baseline,0.09253356019794388,7,Jul-2021
928,2021,28,2021-07-12,workplaces_percent_change_from_baseline,-0.23204234828317935,7,Jul-2021
929,2021,29,2021-07-19,workplaces_percent_change_from_baseline,-0.895947615630931,7,Jul-2021
930,2021,30,2021-07-26,workplaces_percent_change_from_baseline,-1.5008390814366603,7,Jul-2021
931,2021,31,2021-08-02,workplaces_percent_change_from_baseline,-0.8516872644744143,8,Aug-2021
932,2021,32,2021-08-09,workplaces_percent_change_from_baseline,-1.4270718295091323,8,Aug-2021
933,2021,33,2021-08-16,workplaces_percent_change_from_baseline,-0.9549614171729535,8,Aug-2021
934,2021,34,2021-08-23,workplaces_percent_change_from_baseline,-0.9107010660164365,8,Aug-2021
935,2021,35,2021-08-30,workplaces_percent_change_from_baseline,-0.645138959077336,8,Aug-2021
936,2021,36,2021-09-06,workplaces_percent_change_from_baseline,-0.5566182567643024,9,Sep-2021
937,2021,37,2021-09-13,workplaces_percent_change_from_baseline,-0.645138959077336,9,Sep-2021
938,2021,38,2021-09-20,workplaces_percent_change_from_baseline,-0.8516872644744143,9,Sep-2021
939,2021,39,2021-09-27,workplaces_percent_change_from_baseline,-0.49760445522227986,9,Sep-2021
940,2021,40,2021-10-04,workplaces_percent_change_from_baseline,-0.2615492490541904,10,Oct-2021
941,2021,41,2021-10-11,workplaces_percent_change_from_baseline,-0.6893993102338526,10,Oct-2021
942,2021,42,2021-10-18,workplaces_percent_change_from_baseline,-0.7484131117758752,10,Oct-2021
943,2021,43,2021-10-25,workplaces_percent_change_from_baseline,-0.0992612948136289,10,Oct-2021
944,2021,44,2021-11-01,workplaces_percent_change_from_baseline,0.18105426251097734,11,Nov-2021
945,2021,45,2021-11-08,workplaces_percent_change_from_baseline,0.2843284152095165,11,Nov-2021
946,2021,46,2021-11-15,workplaces_percent_change_from_baseline,0.35809566713704455,11,Nov-2021
947,2021,47,2021-11-22,workplaces_percent_change_from_baseline,0.41710946867906695,11,Nov-2021
948,2021,48,2021-11-29,workplaces_percent_change_from_baseline,0.41710946867906695,11,Nov-2021
949,2021,49,2021-12-06,workplaces_percent_change_from_baseline,0.1663008121254718,12,Dec-2021
950,2021,50,2021-12-13,workplaces_percent_change_from_baseline,1.3170699421949081,12,Dec-2021
951,2021,51,2021-12-20,workplaces_percent_change_from_baseline,1.331823392580414,12,Dec-2021
952,2021,52,2021-12-27,workplaces_percent_change_from_baseline,-1.6306694448291095,12,Dec-2021
953,2021,53,2021-01-01,workplaces_percent_change_from_baseline,-3.069622639095422,1,Jan-2021
954,2020,1,2020-01-04,residential_percent_change_from_baseline,-0.9919129647679668,1,Jan-2020
955,2020,2,2020-01-06,residential_percent_change_from_baseline,-0.9919129647679668,1,Jan-2020
956,2020,3,2020-01-13,residential_percent_change_from_baseline,-0.9919129647679668,1,Jan-2020
957,2020,4,2020-01-20,residential_percent_change_from_baseline,-0.9919129647679668,1,Jan-2020
958,2020,5,2020-01-27,residential_percent_change_from_baseline,-0.9919129647679668,1,Jan-2020
959,2020,6,2020-02-03,residential_percent_change_from_baseline,-0.9919129647679668,2,Feb-2020
960,2020,7,2020-02-10,residential_percent_change_from_baseline,-0.905822612673236,2,Feb-2020
961,2020,8,2020-02-17,residential_percent_change_from_baseline,-0.6762483404206212,2,Feb-2020
962,2020,9,2020-02-24,residential_percent_change_from_baseline,-0.6475515563890443,2,Feb-2020
963,2020,10,2020-03-02,residential_percent_change_from_baseline,-0.4179772841364294,3,Mar-2020
964,2020,11,2020-03-09,residential_percent_change_from_baseline,-0.18840301188381445,3,Mar-2020
965,2020,12,2020-03-16,residential_percent_change_from_baseline,0.5003198048740304,3,Mar-2020
966,2020,13,2020-03-23,residential_percent_change_from_baseline,1.849068654358143,3,Mar-2020
967,2020,14,2020-03-30,residential_percent_change_from_baseline,2.365610766926527,3,Mar-2020
968,2020,15,2020-04-06,residential_percent_change_from_baseline,2.7386689593370264,4,Apr-2020
969,2020,16,2020-04-13,residential_percent_change_from_baseline,2.767365743368603,4,Apr-2020
970,2020,17,2020-04-20,residential_percent_change_from_baseline,2.4230043349896806,4,Apr-2020
971,2020,18,2020-04-27,residential_percent_change_from_baseline,2.222126846768642,4,Apr-2020
972,2020,19,2020-05-04,residential_percent_change_from_baseline,2.107339710642335,5,May-2020
973,2020,20,2020-05-11,residential_percent_change_from_baseline,1.619494382105528,5,May-2020
974,2020,21,2020-05-18,residential_percent_change_from_baseline,1.41861689388449,5,May-2020
975,2020,22,2020-05-25,residential_percent_change_from_baseline,1.275132973726606,5,May-2020
976,2020,23,2020-06-01,residential_percent_change_from_baseline,1.217739405663452,6,Jun-2020
977,2020,24,2020-06-08,residential_percent_change_from_baseline,0.9020747813161065,6,Jun-2020
978,2020,25,2020-06-15,residential_percent_change_from_baseline,0.7298940771266452,6,Jun-2020
979,2020,26,2020-06-22,residential_percent_change_from_baseline,0.47162302084245344,6,Jun-2020
980,2020,27,2020-06-29,residential_percent_change_from_baseline,-0.01622230769435333,6,Jun-2020
981,2020,28,2020-07-06,residential_percent_change_from_baseline,0.3281391006845691,7,Jul-2020
982,2020,29,2020-07-13,residential_percent_change_from_baseline,0.06986804440037732,7,Jul-2020
983,2020,30,2020-07-20,residential_percent_change_from_baseline,-0.13100944382066074,7,Jul-2020
984,2020,31,2020-07-27,residential_percent_change_from_baseline,0.356835884716146,7,Jul-2020
985,2020,32,2020-08-03,residential_percent_change_from_baseline,-0.1023126597890838,8,Aug-2020
986,2020,33,2020-08-10,residential_percent_change_from_baseline,0.12726161246353102,8,Aug-2020
987,2020,34,2020-08-17,residential_percent_change_from_baseline,-0.2170997959153913,8,Aug-2020
988,2020,35,2020-08-24,residential_percent_change_from_baseline,-0.3892805001048525,8,Aug-2020
989,2020,36,2020-08-31,residential_percent_change_from_baseline,-0.30319014801012195,8,Aug-2020
990,2020,37,2020-09-07,residential_percent_change_from_baseline,-0.50406763623116,9,Sep-2020
991,2020,38,2020-09-14,residential_percent_change_from_baseline,-0.3892805001048525,9,Sep-2020
992,2020,39,2020-09-21,residential_percent_change_from_baseline,-0.4753708521995831,9,Sep-2020
993,2020,40,2020-09-28,residential_percent_change_from_baseline,-0.8484290446100824,9,Sep-2020
994,2020,41,2020-10-05,residential_percent_change_from_baseline,-0.704945124452198,10,Oct-2020
995,2020,42,2020-10-12,residential_percent_change_from_baseline,0.06986804440037732,10,Oct-2020
996,2020,43,2020-10-19,residential_percent_change_from_baseline,-0.6188547723574674,10,Oct-2020
997,2020,44,2020-10-26,residential_percent_change_from_baseline,-1.1640936689574277,10,Oct-2020
998,2020,45,2020-11-02,residential_percent_change_from_baseline,-0.9919129647679668,11,Nov-2020
999,2020,46,2020-11-09,residential_percent_change_from_baseline,-0.905822612673236,11,Nov-2020
1000,2020,47,2020-11-16,residential_percent_change_from_baseline,-0.7623386925153518,11,Nov-2020
1001,2020,48,2020-11-23,residential_percent_change_from_baseline,-1.0780033168626975,11,Nov-2020
1002,2020,49,2020-11-30,residential_percent_change_from_baseline,-1.1640936689574277,11,Nov-2020
1003,2020,50,2020-12-07,residential_percent_change_from_baseline,-0.6762483404206212,12,Dec-2020
1004,2020,51,2020-12-14,residential_percent_change_from_baseline,-1.0206097487995436,12,Dec-2020
1005,2020,52,2020-12-21,residential_percent_change_from_baseline,-0.36058371607327566,12,Dec-2020
1006,2020,53,2020-12-28,residential_percent_change_from_baseline,0.41422945277929973,12,Dec-2020
1007,2021,1,2021-01-04,residential_percent_change_from_baseline,0.5864101569687609,1,Jan-2021
1008,2021,2,2021-01-11,residential_percent_change_from_baseline,0.4429262368108767,1,Jan-2021
1009,2021,3,2021-01-18,residential_percent_change_from_baseline,0.2133519645582617,1,Jan-2021
1010,2021,4,2021-01-25,residential_percent_change_from_baseline,-0.2170997959153913,1,Jan-2021
1011,2021,5,2021-02-01,residential_percent_change_from_baseline,-0.8484290446100824,2,Feb-2021
1012,2021,6,2021-02-08,residential_percent_change_from_baseline,-0.8484290446100824,2,Feb-2021
1013,2021,7,2021-02-15,residential_percent_change_from_baseline,-1.2501840210521584,2,Feb-2021
1014,2021,8,2021-02-22,residential_percent_change_from_baseline,-1.2788808050837355,2,Feb-2021
1015,2021,9,2021-03-01,residential_percent_change_from_baseline,-1.4797582933047735,3,Mar-2021
1016,2021,10,2021-03-08,residential_percent_change_from_baseline,-1.4510615092731964,3,Mar-2021
1017,2021,11,2021-03-15,residential_percent_change_from_baseline,-1.4510615092731964,3,Mar-2021
1018,2021,12,2021-03-22,residential_percent_change_from_baseline,-1.5945454294310808,3,Mar-2021
1019,2021,13,2021-03-29,residential_percent_change_from_baseline,-1.4797582933047735,3,Mar-2021
1020,2021,14,2021-04-05,residential_percent_change_from_baseline,-0.934519396704813,4,Apr-2021
1021,2021,15,2021-04-12,residential_percent_change_from_baseline,0.8159844292213758,4,Apr-2021
1022,2021,16,2021-04-19,residential_percent_change_from_baseline,0.41422945277929973,4,Apr-2021
1023,2021,17,2021-04-26,residential_percent_change_from_baseline,1.0168619174424138,4,Apr-2021
1024,2021,18,2021-05-03,residential_percent_change_from_baseline,1.1603458376002982,5,May-2021
1025,2021,19,2021-05-10,residential_percent_change_from_baseline,0.9020747813161065,5,May-2021
1026,2021,20,2021-05-17,residential_percent_change_from_baseline,0.41422945277929973,5,May-2021
1027,2021,21,2021-05-24,residential_percent_change_from_baseline,0.18465518052668473,5,May-2021
1028,2021,22,2021-05-31,residential_percent_change_from_baseline,0.041171260368800554,5,May-2021
1029,2021,23,2021-06-07,residential_percent_change_from_baseline,-0.044919091725930095,6,Jun-2021
1030,2021,24,2021-06-14,residential_percent_change_from_baseline,-0.24579657994696816,6,Jun-2021
1031,2021,25,2021-06-21,residential_percent_change_from_baseline,-0.274493363978545,6,Jun-2021
1032,2021,26,2021-06-28,residential_percent_change_from_baseline,-0.13100944382066074,6,Jun-2021
1033,2021,27,2021-07-05,residential_percent_change_from_baseline,0.2707455326214154,7,Jul-2021
1034,2021,28,2021-07-12,residential_percent_change_from_baseline,0.6438037250319145,7,Jul-2021
1035,2021,29,2021-07-19,residential_percent_change_from_baseline,1.1316490535687214,7,Jul-2021
1036,2021,30,2021-07-26,residential_percent_change_from_baseline,1.5047072459792208,7,Jul-2021
1037,2021,31,2021-08-02,residential_percent_change_from_baseline,1.1890426216318752,8,Aug-2021
1038,2021,32,2021-08-09,residential_percent_change_from_baseline,1.447313677916067,8,Aug-2021
1039,2021,33,2021-08-16,residential_percent_change_from_baseline,1.1603458376002982,8,Aug-2021
1040,2021,34,2021-08-23,residential_percent_change_from_baseline,1.1316490535687214,8,Aug-2021
1041,2021,35,2021-08-30,residential_percent_change_from_baseline,0.7585908611582219,8,Aug-2021
1042,2021,36,2021-09-06,residential_percent_change_from_baseline,0.5864101569687609,9,Sep-2021
1043,2021,37,2021-09-13,residential_percent_change_from_baseline,0.5003198048740304,9,Sep-2021
1044,2021,38,2021-09-20,residential_percent_change_from_baseline,0.5290165889056072,9,Sep-2021
1045,2021,39,2021-09-27,residential_percent_change_from_baseline,-0.07361587575750704,9,Sep-2021
1046,2021,40,2021-10-04,residential_percent_change_from_baseline,-0.30319014801012195,10,Oct-2021
1047,2021,41,2021-10-11,residential_percent_change_from_baseline,0.041171260368800554,10,Oct-2021
1048,2021,42,2021-10-18,residential_percent_change_from_baseline,-0.274493363978545,10,Oct-2021
1049,2021,43,2021-10-25,residential_percent_change_from_baseline,-0.4753708521995831,10,Oct-2021
1050,2021,44,2021-11-01,residential_percent_change_from_baseline,-0.8484290446100824,11,Nov-2021
1051,2021,45,2021-11-08,residential_percent_change_from_baseline,-0.8197322605785056,11,Nov-2021
1052,2021,46,2021-11-15,residential_percent_change_from_baseline,-0.9919129647679668,11,Nov-2021
1053,2021,47,2021-11-22,residential_percent_change_from_baseline,-1.0206097487995436,11,Nov-2021
1054,2021,48,2021-11-29,residential_percent_change_from_baseline,-1.106700100894274,11,Nov-2021
1055,2021,49,2021-12-06,residential_percent_change_from_baseline,-0.8771258286416593,12,Dec-2021
1056,2021,50,2021-12-13,residential_percent_change_from_baseline,-1.1927904529890048,12,Dec-2021
1057,2021,51,2021-12-20,residential_percent_change_from_baseline,-1.307577589115312,12,Dec-2021
1058,2021,52,2021-12-27,residential_percent_change_from_baseline,-1.0320884624121744,12,Dec-2021
1059,2021,53,2021-01-01,residential_percent_change_from_baseline,0.7490252664810297,1,Jan-2021
1060,2020,1,2020-01-04,Total_Mobility,1.37030293236128,1,Jan-2020
1061,2020,2,2020-01-06,Total_Mobility,1.37030293236128,1,Jan-2020
1062,2020,3,2020-01-13,Total_Mobility,1.37030293236128,1,Jan-2020
1063,2020,4,2020-01-20,Total_Mobility,1.37030293236128,1,Jan-2020
1064,2020,5,2020-01-27,Total_Mobility,1.37030293236128,1,Jan-2020
1065,2020,6,2020-02-03,Total_Mobility,1.37030293236128,2,Feb-2020
1066,2020,7,2020-02-10,Total_Mobility,1.3350693735522303,2,Feb-2020
1067,2020,8,2020-02-17,Total_Mobility,1.1101166519252208,2,Feb-2020
1068,2020,9,2020-02-24,Total_Mobility,1.104696104416136,2,Feb-2020
1069,2020,10,2020-03-02,Total_Mobility,0.9285283103708877,3,Mar-2020
